特別会計,勘定,款名,目名,元額_億円,除外,フリードマン根拠,残存割合,残す額_億円,措置,理由
エネルギー対策,エネルギー需給勘定,脱炭素成長型経済構造移行推進対策費,委員等旅費,0,False,[],0.0,0,廃止,廃止
エネルギー対策,エネルギー需給勘定,脱炭素成長型経済構造移行推進対策費,庁費,0,False,[],0.0,0,廃止,廃止
エネルギー対策,エネルギー需給勘定,脱炭素成長型経済構造移行推進対策費,脱炭素成長型経済構造移行推進対策委託費,1199,False,[],0.0,0,廃止,廃止
エネルギー対策,エネルギー需給勘定,脱炭素成長型経済構造移行推進対策費,脱炭素成長型経済構造移行推進対策費補助金,19,False,[],0.0,0,廃止,産業補助金廃止。炭素税で代替
エネルギー対策,エネルギー需給勘定,脱炭素成長型経済構造移行推進機構出資,脱炭素成長型経済構造移行推進機構出資金,200,False,[],0.0,0,廃止,廃止
エネルギー対策,エネルギー需給勘定,原子力安全規制対策費,原子力発電施設等安全技術対策委託費,2,False,[8],0.8,1,縮小,⑧原子力安全規制
エネルギー対策,エネルギー需給勘定,原子力安全規制対策費,原子力災害影響調査等委託費,2,False,[8],0.8,1,縮小,⑧原子力安全規制
エネルギー対策,エネルギー需給勘定,原子力安全規制対策費,原子力施設等防災対策等委託費,72,False,[8],0.8,57,縮小,同上
エネルギー対策,エネルギー需給勘定,原子力安全規制対策費,原子力災害対策事業費補助金,7,False,[8],0.8,5,縮小,⑧原子力安全規制
エネルギー対策,エネルギー需給勘定,原子力安全規制対策費,原子力規制研究技術基盤構築事業費補助金,5,False,[8],0.8,4,縮小,⑧原子力安全規制
エネルギー対策,エネルギー需給勘定,原子力安全規制対策費,原子力災害影響調査等交付金,0,False,[8],0.8,0,縮小,⑧原子力安全規制
エネルギー対策,エネルギー需給勘定,原子力安全規制対策費,原子力施設等防災対策等交付金,155,False,[8],0.8,124,縮小,⑧技術的独占・安全規制
エネルギー対策,エネルギー需給勘定,原子力安全規制対策費,国際原子力機関等拠出金,6,False,[8],0.8,4,縮小,⑧原子力安全規制
エネルギー対策,エネルギー需給勘定,国立研究開発法人日本原子力研究開発機構運営費,国立研究開発法人日本原子力研究開発機構電源利用勘定運営費交付金,933,False,[9],0.3,279,縮小,廃炉安全等の核機能のみ
エネルギー対策,エネルギー需給勘定,事務取扱費,職員基本給,42,False,[],0.4,16,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,職員諸手当,25,False,[],0.4,10,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,超過勤務手当,5,False,[],0.4,2,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,非常勤職員手当,3,False,[],0.4,1,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,休職者給与,0,False,[],0.4,0,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,短時間勤務職員給与,0,False,[],0.4,0,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,公務災害補償費,0,False,[],0.4,0,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,退職手当,4,False,[],0.4,1,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,児童手当,0,False,[],0.4,0,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,諸謝金,0,False,[],0.4,0,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,職員旅費,12,False,[],0.4,4,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,赴任旅費,0,False,[],0.4,0,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,委員等旅費,0,False,[],0.4,0,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,庁費,11,False,[],0.4,4,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,情報処理業務庁費,40,False,[],0.4,16,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,原子力安全業務庁費,78,False,[8],0.8,62,縮小,⑧原子力安全
エネルギー対策,エネルギー需給勘定,事務取扱費,国有特許外国出願費,0,False,[],0.4,0,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,土地建物借料,13,False,[],0.4,5,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,各所修繕,0,False,[],0.4,0,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,自動車重量税,0,False,[],0.4,0,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,消費税,0,False,[],0.5,0,縮小,消費税廃止後ゼロ（移行期維持）
エネルギー対策,エネルギー需給勘定,事務取扱費,国家公務員共済組合負担金,14,False,[],0.4,5,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,国有資産所在市町村交付金,0,False,[],0.4,0,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,貨幣交換差減補填金,2,False,[],0.4,0,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,一般会計へ繰入,0,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
エネルギー対策,エネルギー需給勘定,諸支出金,賠償償還及払戻金,0,False,[5],1.0,0,維持,⑤返還義務
エネルギー対策,エネルギー需給勘定,脱炭素成長型経済構造移行推進諸支出金,賠償償還及払戻金,0,False,[5],1.0,0,維持,⑤返還義務
エネルギー対策,エネルギー需給勘定,予備費,(予備費),1,False,[],0.2,0,縮小,縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,庁費,0,False,[],0.4,0,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,事務取扱費,情報処理業務庁費,0,False,[],0.4,0,縮小,管理費縮小
エネルギー対策,エネルギー需給勘定,原子力損害賠償支援資金へ繰入,原子力損害賠償支援資金へ繰入,715,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
エネルギー対策,エネルギー需給勘定,融通証券等事務取扱費一般会計へ繰入,一般会計へ繰入,0,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
エネルギー対策,エネルギー需給勘定,国債整理基金特別会計へ繰入,国債整理基金特別会計へ繰入,118957,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
エネルギー対策,エネルギー需給勘定,先端半導体・人工知能関連技術対策費,先端半導体・人工知能関連技術対策委託費,9,False,[],0.0,0,廃止,廃止
エネルギー対策,エネルギー需給勘定,先端半導体・人工知能関連技術対策費,先端半導体・人工知能関連技術対策費補助金,6738,False,[],0.0,0,廃止,産業政策補助金廃止
エネルギー対策,エネルギー需給勘定,エネルギー需給構造高度化対策国立研究開発法人新エネルギー・産業技術総合開発機構運営費,国立研究開発法人新エネルギー・産業技術総合開発機構一般勘定運営費交付金,66,False,[],0.0,0,廃止,NEDO廃止
エネルギー対策,エネルギー需給勘定,脱炭素成長型経済構造移行推進国立研究開発法人新エネルギー・産業技術総合開発機構運営費,国立研究開発法人新エネルギー・産業技術総合開発機構一般勘定運営費交付金,3873,False,[],0.0,0,廃止,NEDO廃止
エネルギー対策,エネルギー需給勘定,独立行政法人情報処理推進機構出資,独立行政法人情報処理推進機構出資金,1500,False,[],0.0,0,廃止,民間代替可能
エネルギー対策,エネルギー需給勘定,先端半導体・人工知能関連技術対策公債事務取扱費一般会計へ繰入,一般会計へ繰入,0,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
エネルギー対策,エネルギー需給勘定,国債整理基金特別会計へ繰入,国債整理基金特別会計へ繰入,202,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
労働保険,労災勘定,労働安全衛生対策費,非常勤職員手当,0,False,[5],0.5,0,半減,⑤職場安全
労働保険,労災勘定,労働安全衛生対策費,諸謝金,32,False,[5],0.5,16,半減,⑤職場安全
労働保険,労災勘定,労働安全衛生対策費,褒賞品費,0,False,[5],0.5,0,半減,⑤職場安全
労働保険,労災勘定,労働安全衛生対策費,職員旅費,0,False,[5],0.5,0,半減,⑤職場安全
労働保険,労災勘定,労働安全衛生対策費,施設施工旅費,0,False,[5],0.5,0,半減,⑤職場安全
労働保険,労災勘定,労働安全衛生対策費,委員等旅費,0,False,[5],0.5,0,半減,⑤職場安全
労働保険,労災勘定,労働安全衛生対策費,社会復帰促進等旅費,0,False,[5],0.5,0,半減,⑤職場安全
労働保険,労災勘定,労働安全衛生対策費,庁費,7,False,[5],0.5,3,半減,⑤職場安全
労働保険,労災勘定,労働安全衛生対策費,情報処理業務庁費,1,False,[5],0.5,0,半減,⑤職場安全
労働保険,労災勘定,労働安全衛生対策費,労働保険業務庁費,3,False,[5],0.5,1,半減,⑤職場安全
労働保険,労災勘定,労働安全衛生対策費,産業廃棄物処理業務庁費,0,False,[5],0.5,0,半減,⑤職場安全
労働保険,労災勘定,労働安全衛生対策費,施設施工庁費,0,False,[5],0.5,0,半減,⑤職場安全
労働保険,労災勘定,労働安全衛生対策費,土地建物借料,1,False,[5],0.5,0,半減,⑤職場安全
労働保険,労災勘定,労働安全衛生対策費,各所修繕,0,False,[5],0.5,0,半減,⑤職場安全
労働保険,労災勘定,労働安全衛生対策費,労働災害防止対策事業委託費,45,False,[5],0.5,22,半減,同上
労働保険,労災勘定,労働安全衛生対策費,施設整備費,1,False,[5],0.5,0,半減,⑤職場安全
労働保険,労災勘定,労働安全衛生対策費,労働災害防止対策費補助金,35,False,[5],0.5,17,半減,⑤職場安全
労働保険,労災勘定,労働安全衛生対策費,産業医学助成費補助金,57,False,[5],0.5,28,半減,⑤職場安全の外部効果対応
労働保険,労災勘定,労働安全衛生対策費,産業保健活動総合支援事業費補助金,52,False,[5],0.5,26,半減,同上
労働保険,労災勘定,労働安全衛生対策費,外国人技能実習機構交付金,13,False,[],0.0,0,廃止,外国人労働政策廃止
労働保険,労災勘定,労働安全衛生対策費,受動喫煙防止対策助成金,0,False,[5],0.5,0,半減,⑤職場安全
労働保険,労災勘定,保険給付費,保険給付費,7729,False,"[5, 9]",0.5,3864,半減,労災：使用者責任保険として民間化方向。移行期は半減
労働保険,労災勘定,職務上年金給付費年金特別会計へ繰入,年金特別会計厚生年金勘定へ繰入,46,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
労働保険,労災勘定,職務上年金給付費等交付金,職務上年金給付費等交付金,43,False,"[5, 10]",0.5,21,縮小,職務上障害給付は⑤⑩の範囲で維持
労働保険,労災勘定,社会復帰促進等事業費,諸謝金,13,False,[9],0.5,6,半減,⑨外部効果対応の範囲で維持
労働保険,労災勘定,社会復帰促進等事業費,介護料支給費,0,False,[9],0.5,0,半減,⑨外部効果対応の範囲で維持
労働保険,労災勘定,社会復帰促進等事業費,労災就学等援護費,20,False,[10],0.5,10,縮小,⑩遺族への支援
労働保険,労災勘定,社会復帰促進等事業費,労災援護給付金,979,False,"[9, 10]",0.6,587,縮小,⑨外部効果対応。縮小
労働保険,労災勘定,社会復帰促進等事業費,補装具等支給費,39,False,[10],0.7,27,縮小,⑩重度障害者支援
労働保険,労災勘定,社会復帰促進等事業費,職員旅費,0,False,[9],0.5,0,半減,⑨外部効果対応の範囲で維持
労働保険,労災勘定,社会復帰促進等事業費,施設施工旅費,0,False,[9],0.5,0,半減,⑨外部効果対応の範囲で維持
労働保険,労災勘定,社会復帰促進等事業費,委員等旅費,0,False,[9],0.5,0,半減,⑨外部効果対応の範囲で維持
労働保険,労災勘定,社会復帰促進等事業費,社会復帰促進等旅費,0,False,[9],0.5,0,半減,⑨外部効果対応の範囲で維持
労働保険,労災勘定,社会復帰促進等事業費,庁費,0,False,[9],0.5,0,半減,⑨外部効果対応の範囲で維持
労働保険,労災勘定,社会復帰促進等事業費,情報処理業務庁費,2,False,[9],0.5,1,半減,⑨外部効果対応の範囲で維持
労働保険,労災勘定,社会復帰促進等事業費,労働保険業務庁費,1,False,[9],0.5,0,半減,⑨外部効果対応の範囲で維持
労働保険,労災勘定,社会復帰促進等事業費,施設施工庁費,1,False,[9],0.5,0,半減,⑨外部効果対応の範囲で維持
労働保険,労災勘定,社会復帰促進等事業費,土地建物借料,0,False,[9],0.5,0,半減,⑨外部効果対応の範囲で維持
労働保険,労災勘定,社会復帰促進等事業費,社会復帰促進等事業委託費,60,False,[9],0.5,30,半減,⑨外部効果対応の範囲で維持
労働保険,労災勘定,社会復帰促進等事業費,施設整備費,7,False,[9],0.5,3,半減,⑨外部効果対応の範囲で維持
労働保険,労災勘定,社会復帰促進等事業費,身体障害者等福祉対策事業費補助金,29,False,[10],0.5,14,縮小,⑩
労働保険,労災勘定,社会復帰促進等事業費,未払賃金立替払事業費補助金,140,False,[5],0.5,70,半減,⑤契約履行支援。民間化移行
労働保険,労災勘定,社会復帰促進等事業費,労災疾病臨床研究事業費補助金,10,False,[9],0.5,5,半減,⑨外部効果対応の範囲で維持
労働保険,労災勘定,独立行政法人労働者健康安全機構運営費,独立行政法人労働者健康安全機構運営費交付金,122,False,[],0.3,36,縮小,核機能のみ
労働保険,労災勘定,独立行政法人労働者健康安全機構施設整備費,独立行政法人労働者健康安全機構施設整備費補助金,38,False,[],0.2,7,縮小,最小施設のみ
労働保険,労災勘定,仕事生活調和推進費,諸謝金,9,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,仕事生活調和推進費,職員旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,仕事生活調和推進費,委員等旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,仕事生活調和推進費,庁費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,仕事生活調和推進費,情報処理業務庁費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,仕事生活調和推進費,労働保険業務庁費,1,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,仕事生活調和推進費,土地建物借料,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,仕事生活調和推進費,労働時間等設定改善援助事業委託費,27,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,仕事生活調和推進費,労働時間等設定改善推進助成金,96,False,[],0.0,0,廃止,廃止。個人・企業の選択
労働保険,労災勘定,中小企業退職金共済等事業費,中小企業退職金共済事業費等補助金,13,False,[],0.0,0,廃止,民間退職金・HSAで代替
労働保険,労災勘定,独立行政法人労働政策研究・研修機構運営費,独立行政法人労働政策研究・研修機構労災勘定運営費交付金,2,False,[],0.5,1,半減,政策立案支援のみ
労働保険,労災勘定,個別労働紛争対策費,諸謝金,14,False,"[1, 5]",0.8,11,縮小,同上
労働保険,労災勘定,個別労働紛争対策費,職員旅費,0,False,"[1, 5]",0.8,0,縮小,同上
労働保険,労災勘定,個別労働紛争対策費,委員等旅費,0,False,"[1, 5]",0.8,0,縮小,同上
労働保険,労災勘定,個別労働紛争対策費,庁費,0,False,"[1, 5]",0.8,0,縮小,同上
労働保険,労災勘定,個別労働紛争対策費,労働保険業務庁費,1,False,"[1, 5]",0.8,0,縮小,同上
労働保険,労災勘定,個別労働紛争対策費,土地建物借料,0,False,"[1, 5]",0.8,0,縮小,同上
労働保険,労災勘定,個別労働紛争対策費,個別労働紛争対策事業委託費,3,False,"[1, 5]",0.8,2,縮小,①⑤法秩序・契約履行。紛争解決は維持
労働保険,労災勘定,業務取扱費,職員基本給,124,False,[],0.4,49,縮小,政府縮小で職員削減
労働保険,労災勘定,業務取扱費,職員諸手当,64,False,[],0.4,25,縮小,同上
労働保険,労災勘定,業務取扱費,超過勤務手当,8,False,[],0.3,2,縮小,縮小
労働保険,労災勘定,業務取扱費,委員手当,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,非常勤職員手当,2,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,休職者給与,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,短時間勤務職員給与,18,False,[],0.4,7,縮小,同上
労働保険,労災勘定,業務取扱費,公務災害補償費,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,退職手当,20,False,[],0.5,10,縮小,当面維持
労働保険,労災勘定,業務取扱費,児童手当,1,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,諸謝金,110,False,[],0.4,44,縮小,縮小
労働保険,労災勘定,業務取扱費,褒賞品費,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,職員旅費,2,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,赴任旅費,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,委員等旅費,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,証人等旅費,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,庁費,51,False,[],0.4,20,縮小,管理費縮小
労働保険,労災勘定,業務取扱費,情報処理業務庁費,320,False,[],0.3,96,縮小,IT縮小
労働保険,労災勘定,業務取扱費,国有財産管理処分庁費,0,False,[],0.4,0,縮小,管理費縮小
労働保険,労災勘定,業務取扱費,労働保険業務庁費,16,False,[],0.4,6,縮小,管理費縮小
労働保険,労災勘定,業務取扱費,障害等級等認定庁費,11,False,[],0.4,4,縮小,管理費縮小
労働保険,労災勘定,業務取扱費,電子計算機等借料,39,False,[],0.3,11,縮小,IT縮小
労働保険,労災勘定,業務取扱費,土地建物借料,17,False,[],0.5,8,縮小,施設縮小
労働保険,労災勘定,業務取扱費,各所修繕,1,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,自動車重量税,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,保険給付業務委託費,34,False,[],0.4,13,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,国家公務員共済組合負担金,48,False,[],0.3,14,縮小,共済廃止・民間保険移行期
労働保険,労災勘定,業務取扱費,国有資産所在市町村交付金,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,国際社会保障協会等分担金,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,賠償償還及払戻金,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,貨幣交換差減補填金,0,False,[],0.4,0,縮小,業務取扱費は縮小
労働保険,労災勘定,業務取扱費,一般会計へ繰入,2,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
労働保険,労災勘定,施設整備費,施設施工旅費,0,False,[],0.2,0,縮小,同上
労働保険,労災勘定,施設整備費,施設施工庁費,2,False,[],0.2,0,縮小,同上
労働保険,労災勘定,施設整備費,施設整備費,21,False,[],0.2,4,縮小,核施設のみ
労働保険,労災勘定,保険料返還金等徴収勘定へ繰入,徴収勘定へ繰入,555,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
労働保険,労災勘定,予備費,(予備費),23,False,[],0.3,6,縮小,政府縮小後も一定額必要
労働保険,労災勘定,労使関係安定形成促進費,諸謝金,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,労使関係安定形成促進費,委員等旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,労使関係安定形成促進費,労使関係安定形成促進事業委託費,3,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,男女均等雇用対策費,諸謝金,32,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,男女均等雇用対策費,雇用安定等給付金,392,False,[],0.0,0,廃止,差別禁止は①法秩序でカバー
労働保険,労災勘定,男女均等雇用対策費,職員旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,男女均等雇用対策費,委員等旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,男女均等雇用対策費,庁費,3,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,男女均等雇用対策費,情報処理業務庁費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,男女均等雇用対策費,労働保険業務庁費,4,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,男女均等雇用対策費,土地建物借料,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,男女均等雇用対策費,仕事と家庭両立支援事業等委託費,12,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,中小企業退職金共済等事業費,情報処理業務庁費,0,False,[],0.0,0,廃止,民間退職金・HSAで代替
労働保険,労災勘定,中小企業退職金共済等事業費,中小企業雇用安定事業費等補助金,60,False,[],0.0,0,廃止,民間退職金・HSAで代替
労働保険,労災勘定,独立行政法人勤労者退職金共済機構運営費,独立行政法人勤労者退職金共済機構雇用促進融資勘定運営費交付金,0,False,—,0.4,0,要確認,方針未定
労働保険,労災勘定,個別労働紛争対策費,諸謝金,14,False,"[1, 5]",0.8,11,縮小,同上
労働保険,労災勘定,個別労働紛争対策費,職員旅費,0,False,"[1, 5]",0.8,0,縮小,同上
労働保険,労災勘定,個別労働紛争対策費,委員等旅費,0,False,"[1, 5]",0.8,0,縮小,同上
労働保険,労災勘定,個別労働紛争対策費,庁費,0,False,"[1, 5]",0.8,0,縮小,同上
労働保険,労災勘定,個別労働紛争対策費,情報処理業務庁費,0,False,"[1, 5]",0.8,0,縮小,同上
労働保険,労災勘定,個別労働紛争対策費,労働保険業務庁費,1,False,"[1, 5]",0.8,0,縮小,同上
労働保険,労災勘定,個別労働紛争対策費,土地建物借料,0,False,"[1, 5]",0.8,0,縮小,同上
労働保険,労災勘定,個別労働紛争対策費,個別労働紛争対策事業委託費,3,False,"[1, 5]",0.8,2,縮小,①⑤法秩序・契約履行。紛争解決は維持
労働保険,労災勘定,職業紹介事業等実施費,諸謝金,325,False,[],0.0,0,廃止,民間代替可能
労働保険,労災勘定,職業紹介事業等実施費,職員旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業紹介事業等実施費,委員等旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業紹介事業等実施費,庁費,62,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業紹介事業等実施費,情報処理業務庁費,316,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業紹介事業等実施費,労働保険業務庁費,60,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業紹介事業等実施費,電子計算機等借料,168,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業紹介事業等実施費,土地建物借料,7,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業紹介事業等実施費,職業講習等委託費,28,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,地域雇用機会創出等対策費,諸謝金,78,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,地域雇用機会創出等対策費,雇用安定等給付金,847,False,[],0.0,0,廃止,雇用政策廃止
労働保険,労災勘定,地域雇用機会創出等対策費,職員旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,地域雇用機会創出等対策費,委員等旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,地域雇用機会創出等対策費,庁費,5,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,地域雇用機会創出等対策費,情報処理業務庁費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,地域雇用機会創出等対策費,労働保険業務庁費,26,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,地域雇用機会創出等対策費,土地建物借料,13,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,地域雇用機会創出等対策費,地域雇用機会創出事業等委託費,34,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,地域雇用機会創出等対策費,雇用開発支援事業費等補助金,47,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,地域雇用機会創出等対策費,産業雇用安定センター補助金,44,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,地域雇用機会創出等対策費,船員雇用促進対策事業費補助金,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,地域雇用機会創出等対策費,介護労働者雇用改善援助事業等交付金,6,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,地域雇用機会創出等対策費,港湾労働者派遣事業等交付金,2,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,高齢者等雇用安定・促進費,諸謝金,281,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,高齢者等雇用安定・促進費,雇用安定等給付金,1522,False,[],0.0,0,廃止,雇用政策廃止。競争市場に委ねる
労働保険,労災勘定,高齢者等雇用安定・促進費,職員旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,高齢者等雇用安定・促進費,施設施工旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,高齢者等雇用安定・促進費,委員等旅費,1,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,高齢者等雇用安定・促進費,庁費,26,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,高齢者等雇用安定・促進費,情報処理業務庁費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,高齢者等雇用安定・促進費,労働保険業務庁費,37,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,高齢者等雇用安定・促進費,施設施工庁費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,高齢者等雇用安定・促進費,土地建物借料,8,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,高齢者等雇用安定・促進費,高齢者等雇用安定促進事業委託費,147,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,高齢者等雇用安定・促進費,施設整備費,2,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,高齢者等雇用安定・促進費,雇用開発支援事業費等補助金,74,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,高齢者等雇用安定・促進費,高齢・障害者雇用開発支援事業費補助金,23,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,失業等給付費,失業等給付金,14151,False,[10],0.5,7075,半減,雇用保険料半減と対応。給付も半減
労働保険,労災勘定,就職支援法事業費,諸謝金,10,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,就職支援法事業費,職業訓練受講給付金,60,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,就職支援法事業費,認定職業訓練実施奨励金,109,False,[],0.0,0,廃止,職業訓練補助廃止
労働保険,労災勘定,就職支援法事業費,職員旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,就職支援法事業費,委員等旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,就職支援法事業費,庁費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,就職支援法事業費,情報処理業務庁費,2,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,就職支援法事業費,労働保険業務庁費,1,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,就職支援法事業費,求職者訓練受講支援補助金,2,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業能力開発強化費,諸謝金,2,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業能力開発強化費,職員旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業能力開発強化費,委員等旅費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業能力開発強化費,庁費,2,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業能力開発強化費,情報処理業務庁費,7,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業能力開発強化費,国有財産管理処分庁費,3,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業能力開発強化費,労働保険業務庁費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業能力開発強化費,土地建物借料,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業能力開発強化費,職場適応訓練委託費,0,False,[],0.0,0,廃止,廃止
労働保険,労災勘定,職業能力開発強化費,生涯職業能力開発事業等委託費,381,False,[],0.0,0,廃止,民間代替可能
労働保険,労災勘定,職業能力開発強化費,雇用開発支援事業費等補助金,0,False,[],0.0,0,廃止,廃止
